"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2022-11-27T18:30:00.000Z","1,602.90","1,607.45","1,594.05","1,600.25","-1.08","3.17","8,052,990"
"2022-11-28T18:30:00.000Z","1,597.25","1,612.35","1,592.85","1,597.85","-0.15","4.10","6,319,118"
"2022-11-29T18:30:00.000Z","1,597.10","1,612.90","1,597.10","1,608.45","0.66","4.91","7,592,403"
"2022-11-30T18:30:00.000Z","1,622.00","1,637.00","1,615.00","1,619.50","0.69","4.93","10,223,183"
"2022-12-01T18:30:00.000Z","1,610.00","1,618.60","1,605.15","1,607.10","-0.77","3.48","3,905,539"
"2022-12-04T18:30:00.000Z","1,609.95","1,614.60","1,596.20","1,612.95","0.36","4.61","5,796,311"
"2022-12-05T18:30:00.000Z","1,601.00","1,613.70","1,600.00","1,611.15","-0.11","4.13","6,176,546"
"2022-12-06T18:30:00.000Z","1,614.15","1,618.60","1,604.45","1,610.45","-0.04","4.20","5,837,360"
"2022-12-07T18:30:00.000Z","1,610.00","1,626.00","1,605.00","1,619.50","0.56","4.81","7,401,817"
"2022-12-08T18:30:00.000Z","1,626.00","1,634.85","1,620.00","1,631.05","0.71","4.96","5,981,692"
"2022-12-11T18:30:00.000Z","1,625.00","1,653.60","1,621.40","1,643.75","0.78","5.02","7,217,404"
"2022-12-12T18:30:00.000Z","1,650.00","1,657.00","1,645.00","1,648.30","0.28","4.52","8,515,851"
"2022-12-13T18:30:00.000Z","1,653.00","1,665.50","1,650.00","1,662.25","0.85","5.09","7,113,820"
"2022-12-14T18:30:00.000Z","1,657.05","1,669.40","1,627.05","1,631.80","-1.83","2.41","9,091,324"
"2022-12-15T18:30:00.000Z","1,620.05","1,645.10","1,609.00","1,639.65","0.48","4.73","7,323,979"
"2022-12-18T18:30:00.000Z","1,644.00","1,646.65","1,626.20","1,644.75","0.31","4.56","4,802,271"
"2022-12-19T18:30:00.000Z","1,620.20","1,636.40","1,620.20","1,633.40","-0.69","3.56","3,587,349"
"2022-12-20T18:30:00.000Z","1,641.00","1,644.80","1,606.55","1,617.60","-0.97","3.28","4,634,599"
"2022-12-21T18:30:00.000Z","1,622.20","1,627.50","1,609.00","1,612.05","-0.34","3.90","4,873,548"
"2022-12-22T18:30:00.000Z","1,587.00","1,604.15","1,585.45","1,597.65","-0.89","3.35","5,346,576"
"2022-12-25T18:30:00.000Z","1,599.50","1,639.00","1,590.00","1,629.45","1.99","6.24","4,953,661"
"2022-12-26T18:30:00.000Z","1,633.00","1,635.95","1,613.50","1,631.10","0.10","4.35","3,963,386"
"2022-12-27T18:30:00.000Z","1,623.10","1,633.00","1,623.10","1,629.80","-0.08","4.17","4,345,935"
"2022-12-28T18:30:00.000Z","1,620.10","1,643.50","1,611.00","1,641.30","0.71","4.95","5,506,448"
"2022-12-29T18:30:00.000Z","1,645.00","1,645.00","1,620.00","1,628.15","-0.80","3.44","3,561,320"
"2023-01-01T18:30:00.000Z","1,627.00","1,639.75","1,618.55","1,628.70","0.03","4.28","2,190,689"
"2023-01-02T18:30:00.000Z","1,622.20","1,643.00","1,622.20","1,639.35","0.65","4.90","4,189,015"
"2023-01-03T18:30:00.000Z","1,635.00","1,645.75","1,607.00","1,610.05","-1.79","2.46","5,175,800"
"2023-01-04T18:30:00.000Z","1,615.00","1,618.05","1,589.40","1,599.70","-0.64","3.60","5,470,718"
"2023-01-05T18:30:00.000Z","1,602.00","1,609.10","1,578.20","1,594.40","-0.33","3.91","4,546,231"
"2023-01-08T18:30:00.000Z","1,596.00","1,611.55","1,590.00","1,597.50","0.19","4.44","5,364,670"
"2023-01-09T18:30:00.000Z","1,600.00","1,600.00","1,565.00","1,568.30","-1.83","2.42","8,185,883"
"2023-01-10T18:30:00.000Z","1,567.95","1,598.00","1,560.00","1,590.90","1.44","5.69","7,597,899"
"2023-01-11T18:30:00.000Z","1,587.80","1,603.90","1,584.15","1,599.40","0.53","4.78","4,625,035"
"2023-01-12T18:30:00.000Z","1,598.75","1,609.90","1,586.00","1,600.65","0.08","4.32","4,622,273"
"2023-01-15T18:30:00.000Z","1,615.00","1,621.30","1,580.30","1,585.30","-0.96","3.29","7,374,047"
"2023-01-16T18:30:00.000Z","1,589.80","1,611.00","1,577.50","1,608.90","1.49","5.73","5,393,177"
"2023-01-17T18:30:00.000Z","1,605.00","1,641.60","1,599.70","1,637.30","1.77","6.01","9,545,321"
"2023-01-18T18:30:00.000Z","1,637.00","1,650.00","1,633.00","1,644.10","0.42","4.66","5,586,081"
"2023-01-19T18:30:00.000Z","1,644.10","1,669.00","1,643.40","1,660.95","1.02","5.27","9,421,702"
"2023-01-22T18:30:00.000Z","1,666.25","1,682.60","1,661.40","1,673.10","0.73","4.98","7,722,200"
"2023-01-23T18:30:00.000Z","1,675.05","1,702.40","1,675.00","1,695.50","1.34","5.58","12,491,970"
"2023-01-24T18:30:00.000Z","1,691.40","1,692.95","1,645.30","1,648.65","-2.76","1.48","7,352,071"
"2023-01-25T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-01-26T18:30:00.000Z","1,632.00","1,637.00","1,589.95","1,615.80","-1.99","2.25","17,589,974"
"2023-01-29T18:30:00.000Z","1,595.00","1,625.30","1,582.00","1,614.15","-0.10","4.14","9,256,411"
"2023-01-30T18:30:00.000Z","1,619.70","1,622.70","1,595.00","1,603.50","-0.66","3.59","9,298,122"
"2023-01-31T18:30:00.000Z","1,624.00","1,665.00","1,606.00","1,627.55","1.50","5.75","8,651,395"
"2023-02-01T18:30:00.000Z","1,608.10","1,624.50","1,588.75","1,603.35","-1.49","2.76","8,748,553"
"2023-02-02T18:30:00.000Z","1,611.00","1,660.50","1,607.00","1,658.80","3.46","7.70","7,205,550"
"2023-02-05T18:30:00.000Z","1,660.00","1,669.40","1,646.20","1,651.75","-0.43","3.82","5,583,836"
"2023-02-06T18:30:00.000Z","1,659.40","1,664.90","1,632.60","1,654.20","0.15","4.39","5,132,294"
"2023-02-07T18:30:00.000Z","1,654.25","1,668.20","1,650.00","1,654.00","-0.01","4.23","4,222,413"
"2023-02-08T18:30:00.000Z","1,660.00","1,661.65","1,635.55","1,650.55","-0.21","4.04","5,888,668"
"2023-02-09T18:30:00.000Z","1,648.80","1,658.50","1,642.20","1,657.10","0.40","4.64","4,086,058"
"2023-02-12T18:30:00.000Z","1,655.00","1,661.75","1,644.55","1,658.35","0.08","4.32","2,868,472"
"2023-02-13T18:30:00.000Z","1,665.00","1,677.50","1,657.95","1,673.70","0.93","5.17","5,454,296"
"2023-02-14T18:30:00.000Z","1,678.00","1,678.00","1,656.75","1,670.30","-0.20","4.04","5,719,356"
"2023-02-15T18:30:00.000Z","1,673.20","1,681.90","1,661.00","1,664.25","-0.36","3.88","4,031,250"
"2023-02-16T18:30:00.000Z","1,661.00","1,668.15","1,642.95","1,655.90","-0.50","3.74","4,478,135"
"2023-02-19T18:30:00.000Z","1,660.00","1,669.45","1,634.80","1,640.35","-0.94","3.31","4,043,353"
"2023-02-20T18:30:00.000Z","1,640.00","1,662.35","1,634.00","1,646.50","0.37","4.62","6,194,648"
"2023-02-21T18:30:00.000Z","1,639.00","1,641.95","1,609.05","1,614.20","-1.96","2.28","5,179,551"
"2023-02-22T18:30:00.000Z","1,613.00","1,618.85","1,592.10","1,603.25","-0.68","3.57","13,941,005"
"2023-02-23T18:30:00.000Z","1,617.90","1,617.90","1,585.20","1,588.95","-0.89","3.35","8,530,870"
"2023-02-26T18:30:00.000Z","1,585.90","1,599.00","1,577.30","1,592.90","0.25","4.49","7,156,486"
"2023-02-27T18:30:00.000Z","1,592.00","1,605.30","1,588.70","1,599.60","0.42","4.67","9,496,996"
"2023-02-28T18:30:00.000Z","1,612.00","1,613.00","1,595.75","1,598.05","-0.10","4.15","7,068,628"
"2023-03-01T18:30:00.000Z","1,594.00","1,605.95","1,582.00","1,584.45","-0.85","3.39","8,695,907"
"2023-03-02T18:30:00.000Z","1,596.00","1,620.00","1,588.00","1,615.90","1.98","6.23","7,493,117"
"2023-03-05T18:30:00.000Z","1,620.00","1,639.45","1,618.05","1,627.30","0.71","4.95","13,502,355"
"2023-03-06T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-03-07T18:30:00.000Z","1,620.00","1,639.50","1,620.00","1,630.55","0.20","4.45","10,049,887"
"2023-03-08T18:30:00.000Z","1,629.95","1,645.95","1,627.00","1,630.70","0.01","4.25","10,350,083"
"2023-03-09T18:30:00.000Z","1,610.45","1,613.75","1,585.00","1,588.65","-2.58","1.67","13,693,500"
"2023-03-12T18:30:00.000Z","1,587.90","1,603.80","1,564.95","1,568.55","-1.27","2.98","13,221,775"
"2023-03-13T18:30:00.000Z","1,570.25","1,583.60","1,559.30","1,564.35","-0.27","3.98","16,592,806"
"2023-03-14T18:30:00.000Z","1,578.00","1,582.90","1,536.60","1,541.90","-1.44","2.81","18,632,377"
"2023-03-15T18:30:00.000Z","1,539.00","1,559.10","1,532.05","1,551.90","0.65","4.89","10,876,671"
"2023-03-16T18:30:00.000Z","1,557.50","1,579.20","1,540.00","1,572.65","1.34","5.58","11,475,438"
"2023-03-19T18:30:00.000Z","1,567.95","1,568.10","1,545.40","1,561.75","-0.69","3.55","13,251,557"
"2023-03-20T18:30:00.000Z","1,571.95","1,582.50","1,556.20","1,579.45","1.13","5.38","16,525,247"
"2023-03-21T18:30:00.000Z","1,584.00","1,586.05","1,565.30","1,575.80","-0.23","4.01","7,088,662"
"2023-03-22T18:30:00.000Z","1,567.75","1,590.35","1,558.55","1,563.15","-0.80","3.44","14,182,089"
"2023-03-23T18:30:00.000Z","1,560.00","1,573.90","1,554.95","1,560.65","-0.16","4.09","15,738,874"
"2023-03-26T18:30:00.000Z","1,562.20","1,579.45","1,558.90","1,567.45","0.44","4.68","15,936,003"
"2023-03-27T18:30:00.000Z","1,565.70","1,582.90","1,564.10","1,580.20","0.81","5.06","19,638,151"
"2023-03-28T18:30:00.000Z","1,584.00","1,602.00","1,581.90","1,587.80","0.48","4.73","19,881,806"
"2023-03-29T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-03-30T18:30:00.000Z","1,595.60","1,612.95","1,592.40","1,609.55","1.37","5.62","17,355,614"
"2023-04-02T18:30:00.000Z","1,607.55","1,615.70","1,602.75","1,610.55","0.06","4.31","20,012,699"
"2023-04-03T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-04-04T18:30:00.000Z","1,618.60","1,656.00","1,616.00","1,653.75","2.68","6.93","21,682,696"
"2023-04-05T18:30:00.000Z","1,648.55","1,669.20","1,647.10","1,666.35","0.76","5.01","22,318,672"
"2023-04-06T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-04-09T18:30:00.000Z","1,663.25","1,671.00","1,654.00","1,658.45","-0.47","3.77","15,906,643"
"2023-04-10T18:30:00.000Z","1,659.00","1,669.40","1,651.10","1,663.30","0.29","4.54","21,180,771"
"2023-04-11T18:30:00.000Z","1,668.00","1,688.20","1,667.80","1,684.90","1.30","5.54","13,477,752"
"2023-04-12T18:30:00.000Z","1,688.30","1,697.05","1,678.15","1,692.45","0.45","4.69","17,665,043"
"2023-04-13T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-04-16T18:30:00.000Z","1,720.00","1,720.00","1,653.30","1,666.65","-1.52","2.72","16,202,574"
"2023-04-17T18:30:00.000Z","1,670.00","1,677.25","1,656.40","1,659.60","-0.42","3.82","14,818,613"
"2023-04-18T18:30:00.000Z","1,665.00","1,670.30","1,657.15","1,665.70","0.37","4.61","12,370,584"
"2023-04-19T18:30:00.000Z","1,671.70","1,677.45","1,666.40","1,671.90","0.37","4.62","16,461,358"
"2023-04-20T18:30:00.000Z","1,669.00","1,676.95","1,663.25","1,674.60","0.16","4.41","10,064,309"
"2023-04-23T18:30:00.000Z","1,687.00","1,691.45","1,674.10","1,688.15","0.81","5.05","17,837,926"
"2023-04-24T18:30:00.000Z","1,687.70","1,687.70","1,661.90","1,664.15","-1.42","2.82","25,176,534"
"2023-04-25T18:30:00.000Z","1,660.00","1,675.00","1,655.00","1,671.80","0.46","4.71","13,696,375"
"2023-04-26T18:30:00.000Z","1,670.50","1,685.25","1,665.85","1,681.00","0.55","4.80","23,895,196"
"2023-04-27T18:30:00.000Z","1,684.70","1,691.00","1,670.00","1,687.60","0.39","4.64","13,958,136"
"2023-05-01T18:30:00.000Z","1,688.70","1,699.00","1,682.00","1,687.25","-0.02","4.22","16,110,592"
"2023-05-02T18:30:00.000Z","1,684.95","1,696.00","1,679.65","1,693.15","0.35","4.60","14,703,635"
"2023-05-03T18:30:00.000Z","1,687.10","1,734.45","1,687.10","1,727.80","2.05","6.29","28,427,319"
"2023-05-04T18:30:00.000Z","1,639.00","1,660.95","1,622.10","1,625.65","-5.91","-1.67","31,385,208"
"2023-05-07T18:30:00.000Z","1,635.00","1,650.35","1,630.00","1,644.45","1.16","5.40","18,622,262"
"2023-05-08T18:30:00.000Z","1,649.90","1,656.00","1,639.95","1,644.50","0","4.25","21,844,469"
"2023-05-09T18:30:00.000Z","1,644.50","1,654.65","1,633.10","1,652.10","0.46","4.71","23,170,275"
"2023-05-10T18:30:00.000Z","1,665.15","1,688.00","1,649.25","1,653.20","0.07","4.31","17,867,309"
"2023-05-11T18:30:00.000Z","1,647.00","1,672.80","1,644.25","1,667.80","0.88","5.13","11,239,380"
"2023-05-14T18:30:00.000Z","1,672.00","1,680.75","1,665.10","1,675.80","0.48","4.73","9,256,130"
"2023-05-15T18:30:00.000Z","1,671.80","1,671.80","1,644.00","1,647.30","-1.70","2.54","16,361,043"
"2023-05-16T18:30:00.000Z","1,650.00","1,650.00","1,625.35","1,638.45","-0.54","3.71","15,233,434"
"2023-05-17T18:30:00.000Z","1,648.00","1,653.95","1,640.00","1,645.00","0.40","4.65","24,823,471"
"2023-05-18T18:30:00.000Z","1,648.00","1,650.00","1,631.55","1,646.90","0.12","4.36","15,230,166"
"2023-05-21T18:30:00.000Z","1,645.00","1,652.90","1,632.70","1,641.05","-0.36","3.89","14,167,016"
"2023-05-22T18:30:00.000Z","1,649.00","1,649.60","1,633.45","1,637.20","-0.23","4.01","11,235,037"
"2023-05-23T18:30:00.000Z","1,627.55","1,634.75","1,613.60","1,615.80","-1.31","2.94","16,794,056"
"2023-05-24T18:30:00.000Z","1,615.70","1,620.05","1,597.35","1,609.60","-0.38","3.86","14,888,465"
"2023-05-25T18:30:00.000Z","1,619.00","1,619.00","1,602.25","1,615.80","0.39","4.63","13,317,533"
"2023-05-28T18:30:00.000Z","1,628.50","1,641.00","1,624.85","1,635.50","1.22","5.46","10,908,146"
"2023-05-29T18:30:00.000Z","1,633.60","1,642.65","1,628.55","1,636.75","0.08","4.32","18,562,964"
"2023-05-30T18:30:00.000Z","1,629.90","1,634.95","1,604.65","1,610.85","-1.58","2.66","21,667,135"
"2023-05-31T18:30:00.000Z","1,619.90","1,619.90","1,600.00","1,604.00","-0.43","3.82","25,183,469"
"2023-06-01T18:30:00.000Z","1,612.45","1,614.80","1,601.00","1,606.50","0.16","4.40","8,929,855"
"2023-06-04T18:30:00.000Z","1,614.50","1,616.50","1,602.45","1,604.40","-0.13","4.11","9,348,621"
"2023-06-05T18:30:00.000Z","1,607.65","1,609.85","1,592.25","1,599.40","-0.31","3.93","16,091,426"
"2023-06-06T18:30:00.000Z","1,603.45","1,612.55","1,596.00","1,607.70","0.52","4.76","12,474,513"
"2023-06-07T18:30:00.000Z","1,603.25","1,626.00","1,603.25","1,608.70","0.06","4.31","18,697,761"
"2023-06-08T18:30:00.000Z","1,615.90","1,618.50","1,607.00","1,610.60","0.12","4.36","9,106,289"
"2023-06-11T18:30:00.000Z","1,612.55","1,615.80","1,599.45","1,600.80","-0.61","3.64","6,704,146"
"2023-06-12T18:30:00.000Z","1,590.10","1,609.00","1,590.10","1,603.50","0.17","4.41","13,963,054"
"2023-06-13T18:30:00.000Z","1,610.45","1,612.00","1,600.20","1,601.75","-0.11","4.14","10,056,984"
"2023-06-14T18:30:00.000Z","1,604.00","1,605.95","1,579.00","1,582.05","-1.23","3.02","17,688,738"
"2023-06-15T18:30:00.000Z","1,587.15","1,609.20","1,584.00","1,602.75","1.31","5.55","7,889,636"
"2023-06-18T18:30:00.000Z","1,611.00","1,614.25","1,598.35","1,604.15","0.09","4.33","12,414,573"
"2023-06-19T18:30:00.000Z","1,604.15","1,611.00","1,590.65","1,607.50","0.21","4.45","10,002,813"
"2023-06-20T18:30:00.000Z","1,616.00","1,637.25","1,611.00","1,635.60","1.75","5.99","12,154,473"
"2023-06-21T18:30:00.000Z","1,640.00","1,657.55","1,639.05","1,643.60","0.49","4.73","28,298,070"
"2023-06-22T18:30:00.000Z","1,637.55","1,659.90","1,634.05","1,643.50","-0.01","4.24","10,669,609"
"2023-06-25T18:30:00.000Z","1,645.00","1,650.75","1,628.70","1,635.55","-0.48","3.76","8,065,157"
"2023-06-26T18:30:00.000Z","1,642.95","1,672.90","1,638.55","1,658.60","1.41","5.65","16,915,932"
"2023-06-27T18:30:00.000Z","1,658.60","1,658.60","1,658.60","1,658.60","0","4.25","0"
"2023-06-29T18:30:00.000Z","1,704.00","1,708.80","1,683.25","1,701.40","2.58","6.83","20,349,508"
"2023-07-02T18:30:00.000Z","1,712.50","1,757.50","1,710.00","1,719.80","1.08","5.33","22,052,058"
"2023-07-03T18:30:00.000Z","1,723.45","1,747.00","1,713.80","1,728.20","0.49","4.73","19,397,594"
"2023-07-04T18:30:00.000Z","1,716.25","1,720.00","1,668.55","1,673.30","-3.18","1.07","18,582,877"
"2023-07-05T18:30:00.000Z","1,673.00","1,687.85","1,660.40","1,675.00","0.10","4.35","26,078,272"
"2023-07-06T18:30:00.000Z","1,665.00","1,675.00","1,656.30","1,660.40","-0.87","3.37","9,963,168"
"2023-07-09T18:30:00.000Z","1,661.00","1,676.75","1,649.70","1,656.45","-0.24","4.01","19,199,221"
"2023-07-10T18:30:00.000Z","1,663.00","1,676.00","1,645.50","1,648.40","-0.49","3.76","25,335,213"
"2023-07-11T18:30:00.000Z","1,655.35","1,666.30","1,627.15","1,632.95","-0.94","3.31","35,479,179"
"2023-07-12T18:30:00.000Z","1,656.70","1,657.45","1,638.05","1,641.10","0.50","4.74","20,956,773"
"2023-07-13T18:30:00.000Z","1,653.60","1,653.60","1,635.00","1,644.50","0.21","4.45","12,363,607"
"2023-07-16T18:30:00.000Z","1,650.00","1,682.00","1,633.00","1,678.90","2.09","6.34","24,626,464"
"2023-07-17T18:30:00.000Z","1,698.00","1,704.00","1,670.00","1,677.50","-0.08","4.16","40,538,409"
"2023-07-18T18:30:00.000Z","1,681.10","1,688.75","1,675.00","1,685.10","0.45","4.70","16,467,567"
"2023-07-19T18:30:00.000Z","1,681.15","1,692.00","1,680.00","1,688.75","0.22","4.46","28,105,474"
"2023-07-20T18:30:00.000Z","1,680.00","1,689.80","1,673.25","1,675.75","-0.77","3.48","21,077,124"
"2023-07-23T18:30:00.000Z","1,678.50","1,684.65","1,670.10","1,678.40","0.16","4.40","16,089,722"
"2023-07-24T18:30:00.000Z","1,684.65","1,699.00","1,678.40","1,696.60","1.08","5.33","27,996,298"
"2023-07-25T18:30:00.000Z","1,699.60","1,699.60","1,688.00","1,690.70","-0.35","3.90","12,397,179"
"2023-07-26T18:30:00.000Z","1,699.90","1,703.00","1,667.45","1,673.15","-1.04","3.21","29,870,651"
"2023-07-27T18:30:00.000Z","1,661.50","1,668.90","1,641.10","1,643.50","-1.77","2.47","20,507,842"
"2023-07-30T18:30:00.000Z","1,650.05","1,656.80","1,638.70","1,651.20","0.47","4.71","17,282,503"
"2023-07-31T18:30:00.000Z","1,654.45","1,667.45","1,650.00","1,662.25","0.67","4.91","17,697,094"
"2023-08-01T18:30:00.000Z","1,642.00","1,651.50","1,633.15","1,640.50","-1.31","2.94","14,058,161"
"2023-08-02T18:30:00.000Z","1,640.00","1,651.35","1,623.00","1,628.65","-0.72","3.52","28,836,973"
"2023-08-03T18:30:00.000Z","1,635.15","1,656.50","1,629.25","1,652.20","1.45","5.69","18,694,152"
"2023-08-06T18:30:00.000Z","1,663.10","1,663.10","1,647.55","1,651.25","-0.06","4.19","14,150,459"
"2023-08-07T18:30:00.000Z","1,651.70","1,655.60","1,642.05","1,649.90","-0.08","4.16","21,886,914"
"2023-08-08T18:30:00.000Z","1,653.00","1,654.50","1,631.10","1,650.50","0.04","4.28","16,680,618"
"2023-08-09T18:30:00.000Z","1,647.05","1,654.25","1,631.00","1,635.85","-0.89","3.36","25,390,559"
"2023-08-10T18:30:00.000Z","1,638.40","1,638.40","1,616.20","1,618.80","-1.04","3.20","14,112,911"
"2023-08-13T18:30:00.000Z","1,611.00","1,615.00","1,600.25","1,610.90","-0.49","3.76","15,652,205"
"2023-08-15T18:30:00.000Z","1,583.10","1,609.65","1,581.30","1,606.20","-0.29","3.95","17,068,771"
"2023-08-16T18:30:00.000Z","1,597.60","1,609.90","1,594.00","1,597.30","-0.55","3.69","26,442,020"
"2023-08-17T18:30:00.000Z","1,587.55","1,596.30","1,585.50","1,590.75","-0.41","3.84","12,816,683"
"2023-08-20T18:30:00.000Z","1,600.50","1,600.50","1,587.00","1,589.50","-0.08","4.17","10,918,635"
"2023-08-21T18:30:00.000Z","1,596.35","1,598.00","1,580.00","1,582.70","-0.43","3.82","16,136,785"
"2023-08-22T18:30:00.000Z","1,580.00","1,590.55","1,573.25","1,586.60","0.25","4.49","18,249,294"
"2023-08-23T18:30:00.000Z","1,593.30","1,596.20","1,576.15","1,579.30","-0.46","3.79","21,572,896"
"2023-08-24T18:30:00.000Z","1,574.55","1,577.50","1,558.40","1,561.50","-1.13","3.12","15,034,878"
"2023-08-27T18:30:00.000Z","1,561.50","1,582.65","1,561.50","1,577.75","1.04","5.29","14,433,619"
"2023-08-28T18:30:00.000Z","1,589.70","1,592.65","1,581.45","1,590.30","0.80","5.04","17,769,466"
"2023-08-29T18:30:00.000Z","1,603.95","1,603.95","1,573.70","1,578.70","-0.73","3.52","14,042,102"
"2023-08-30T18:30:00.000Z","1,579.00","1,583.15","1,563.10","1,571.45","-0.46","3.79","50,037,886"
"2023-08-31T18:30:00.000Z","1,571.00","1,579.00","1,559.35","1,574.70","0.21","4.45","21,613,388"
"2023-09-03T18:30:00.000Z","1,590.00","1,591.45","1,574.90","1,584.55","0.63","4.87","12,536,819"
"2023-09-04T18:30:00.000Z","1,588.40","1,588.40","1,570.60","1,574.90","-0.61","3.64","19,356,041"
"2023-09-05T18:30:00.000Z","1,576.80","1,600.00","1,574.90","1,595.50","1.31","5.55","28,160,455"
"2023-09-06T18:30:00.000Z","1,595.50","1,614.00","1,587.15","1,610.85","0.96","5.21","17,104,171"
"2023-09-07T18:30:00.000Z","1,608.30","1,632.90","1,607.60","1,623.40","0.78","5.02","17,251,105"
"2023-09-10T18:30:00.000Z","1,628.90","1,636.50","1,624.00","1,631.80","0.52","4.76","15,786,511"
"2023-09-11T18:30:00.000Z","1,640.00","1,642.90","1,625.05","1,636.90","0.31","4.56","19,516,670"
"2023-09-12T18:30:00.000Z","1,631.30","1,651.60","1,628.60","1,643.90","0.43","4.67","23,210,047"
"2023-09-13T18:30:00.000Z","1,644.25","1,650.00","1,635.10","1,642.90","-0.06","4.18","11,769,424"
"2023-09-14T18:30:00.000Z","1,650.00","1,670.00","1,650.00","1,661.75","1.15","5.39","86,705,601"
"2023-09-17T18:30:00.000Z","1,653.75","1,655.00","1,626.10","1,629.05","-1.97","2.28","18,528,144"
"2023-09-18T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-09-19T18:30:00.000Z","1,599.00","1,599.00","1,560.40","1,563.70","-4.01","0.23","57,737,324"
"2023-09-20T18:30:00.000Z","1,553.00","1,568.95","1,537.05","1,553.35","-0.66","3.58","36,420,721"
"2023-09-21T18:30:00.000Z","1,559.00","1,564.40","1,523.75","1,529.65","-1.53","2.72","30,852,125"
"2023-09-24T18:30:00.000Z","1,525.00","1,540.70","1,525.00","1,531.00","0.09","4.33","20,104,377"
"2023-09-25T18:30:00.000Z","1,525.00","1,540.00","1,525.00","1,537.65","0.43","4.68","13,787,654"
"2023-09-26T18:30:00.000Z","1,523.00","1,532.50","1,515.00","1,526.85","-0.70","3.54","19,669,269"
"2023-09-27T18:30:00.000Z","1,534.00","1,537.60","1,518.35","1,523.70","-0.21","4.04","27,677,094"
"2023-09-28T18:30:00.000Z","1,523.70","1,535.45","1,522.30","1,526.30","0.17","4.42","16,026,891"
"2023-10-01T18:30:00.000Z","","","","","-100.00","-95.75",""
"2023-10-02T18:30:00.000Z","1,527.00","1,527.00","1,506.00","1,508.05","-1.20","3.05","19,485,847"
"2023-10-03T18:30:00.000Z","1,495.00","1,535.00","1,489.25","1,529.55","1.43","5.67","27,324,715"
"2023-10-04T18:30:00.000Z","1,535.05","1,551.55","1,532.60","1,535.75","0.41","4.65","24,256,337"
"2023-10-05T18:30:00.000Z","1,544.00","1,545.00","1,529.85","1,534.05","-0.11","4.13","8,879,678"
"2023-10-08T18:30:00.000Z","1,528.00","1,530.00","1,512.00","1,516.25","-1.16","3.09","8,227,486"
