"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2022-11-29T18:30:00.000Z","895.00","905.10","885.45","901.25","0.97","5.21","10,452,798"
"2022-11-30T18:30:00.000Z","909.50","909.50","899.50","903.85","0.29","4.52","7,053,100"
"2022-12-01T18:30:00.000Z","898.30","907.00","891.40","905.15","0.14","4.38","7,988,851"
"2022-12-04T18:30:00.000Z","907.00","907.30","897.60","899.20","-0.66","3.58","5,098,164"
"2022-12-05T18:30:00.000Z","897.50","906.90","895.70","904.65","0.61","4.84","5,351,099"
"2022-12-06T18:30:00.000Z","902.80","918.00","899.85","914.65","1.11","5.34","9,103,656"
"2022-12-07T18:30:00.000Z","915.65","943.95","913.75","939.35","2.70","6.94","17,466,047"
"2022-12-08T18:30:00.000Z","944.00","945.00","927.60","933.70","-0.60","3.63","8,018,981"
"2022-12-11T18:30:00.000Z","929.90","941.15","922.00","938.65","0.53","4.77","7,621,788"
"2022-12-12T18:30:00.000Z","940.20","949.30","936.60","944.60","0.63","4.87","8,136,559"
"2022-12-13T18:30:00.000Z","945.65","950.15","938.50","942.40","-0.23","4.00","8,573,479"
"2022-12-14T18:30:00.000Z","939.75","944.95","932.60","938.15","-0.45","3.78","7,359,261"
"2022-12-15T18:30:00.000Z","932.25","945.20","929.10","935.10","-0.33","3.91","6,926,928"
"2022-12-18T18:30:00.000Z","935.10","948.10","932.40","946.20","1.19","5.42","4,842,336"
"2022-12-19T18:30:00.000Z","943.75","952.75","940.45","949.75","0.38","4.61","9,511,818"
"2022-12-20T18:30:00.000Z","953.10","958.90","928.00","932.30","-1.84","2.40","8,368,960"
"2022-12-21T18:30:00.000Z","936.00","936.00","912.95","919.55","-1.37","2.87","9,202,717"
"2022-12-22T18:30:00.000Z","912.00","917.25","904.00","906.60","-1.41","2.83","6,371,695"
"2022-12-25T18:30:00.000Z","908.00","932.95","905.10","928.70","2.44","6.67","4,764,440"
"2022-12-26T18:30:00.000Z","932.45","937.80","922.60","932.20","0.38","4.61","3,346,083"
"2022-12-27T18:30:00.000Z","930.95","937.45","921.30","924.70","-0.80","3.43","5,956,496"
"2022-12-28T18:30:00.000Z","922.80","944.00","915.80","934.55","1.07","5.30","12,204,113"
"2022-12-29T18:30:00.000Z","941.25","943.50","930.35","933.75","-0.09","4.15","3,704,449"
"2023-01-01T18:30:00.000Z","932.25","945.00","931.80","941.60","0.84","5.08","3,498,198"
"2023-01-02T18:30:00.000Z","944.75","965.60","942.60","962.30","2.20","6.43","6,927,819"
"2023-01-03T18:30:00.000Z","963.50","970.00","955.00","957.45","-0.50","3.73","9,059,392"
"2023-01-04T18:30:00.000Z","960.00","961.90","938.25","949.55","-0.83","3.41","6,998,980"
"2023-01-05T18:30:00.000Z","946.55","950.95","934.30","939.90","-1.02","3.22","5,787,783"
"2023-01-08T18:30:00.000Z","946.80","960.00","941.35","958.75","2.01","6.24","7,025,747"
"2023-01-09T18:30:00.000Z","964.00","964.00","942.75","952.15","-0.69","3.55","7,140,150"
"2023-01-10T18:30:00.000Z","953.00","955.75","942.80","949.75","-0.25","3.98","7,100,355"
"2023-01-11T18:30:00.000Z","949.35","949.70","924.00","935.55","-1.50","2.74","8,661,375"
"2023-01-12T18:30:00.000Z","935.50","937.45","923.00","934.15","-0.15","4.09","9,083,608"
"2023-01-15T18:30:00.000Z","940.45","941.75","911.70","913.15","-2.25","1.99","10,008,273"
"2023-01-16T18:30:00.000Z","914.95","919.70","906.70","917.70","0.50","4.73","6,904,960"
"2023-01-17T18:30:00.000Z","921.90","925.60","913.25","924.00","0.69","4.92","5,730,939"
"2023-01-18T18:30:00.000Z","923.60","938.00","920.75","928.70","0.51","4.74","7,721,730"
"2023-01-19T18:30:00.000Z","931.25","934.85","924.65","930.55","0.20","4.43","4,511,360"
"2023-01-22T18:30:00.000Z","936.00","939.70","924.45","932.70","0.23","4.47","5,236,124"
"2023-01-23T18:30:00.000Z","935.00","935.00","903.75","910.20","-2.41","1.82","18,527,897"
"2023-01-24T18:30:00.000Z","905.00","907.45","884.20","892.35","-1.96","2.27","11,921,748"
"2023-01-25T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-01-26T18:30:00.000Z","892.35","892.50","851.00","873.75","-2.08","2.15","17,300,736"
"2023-01-29T18:30:00.000Z","851.90","885.50","846.15","871.85","-0.22","4.02","21,233,998"
"2023-01-30T18:30:00.000Z","873.00","879.30","861.10","871.60","-0.03","4.21","16,856,151"
"2023-01-31T18:30:00.000Z","876.30","895.20","833.30","857.25","-1.65","2.59","12,409,819"
"2023-02-01T18:30:00.000Z","850.95","872.00","837.05","868.45","1.31","5.54","9,567,053"
"2023-02-02T18:30:00.000Z","873.00","885.00","859.25","882.60","1.63","5.86","7,365,732"
"2023-02-05T18:30:00.000Z","871.85","899.15","870.60","882.65","0.01","4.24","10,129,098"
"2023-02-06T18:30:00.000Z","886.85","888.40","871.50","879.10","-0.40","3.83","5,055,187"
"2023-02-07T18:30:00.000Z","882.10","886.45","868.25","871.75","-0.84","3.40","6,572,818"
"2023-02-08T18:30:00.000Z","876.15","876.15","862.55","867.70","-0.46","3.77","5,993,312"
"2023-02-09T18:30:00.000Z","872.05","872.70","865.15","867.25","-0.05","4.18","4,603,464"
"2023-02-12T18:30:00.000Z","867.25","870.45","856.50","859.10","-0.94","3.30","5,707,194"
"2023-02-13T18:30:00.000Z","862.55","871.90","854.25","870.75","1.36","5.59","7,527,755"
"2023-02-14T18:30:00.000Z","872.00","872.20","861.60","868.30","-0.28","3.95","7,322,266"
"2023-02-15T18:30:00.000Z","872.80","874.30","862.25","864.75","-0.41","3.83","5,843,235"
"2023-02-16T18:30:00.000Z","861.00","868.25","850.00","854.90","-1.14","3.10","8,420,479"
"2023-02-19T18:30:00.000Z","859.70","861.20","842.50","846.75","-0.95","3.28","5,992,322"
"2023-02-20T18:30:00.000Z","849.00","849.00","837.40","844.05","-0.32","3.92","9,677,064"
"2023-02-21T18:30:00.000Z","840.00","843.00","829.55","833.35","-1.27","2.97","6,984,037"
"2023-02-22T18:30:00.000Z","833.05","848.25","830.20","844.35","1.32","5.56","8,437,003"
"2023-02-23T18:30:00.000Z","850.10","854.60","844.45","851.40","0.83","5.07","7,763,814"
"2023-02-26T18:30:00.000Z","851.85","858.45","845.95","854.35","0.35","4.58","8,064,267"
"2023-02-27T18:30:00.000Z","855.95","857.60","840.00","844.10","-1.20","3.04","13,012,372"
"2023-02-28T18:30:00.000Z","846.05","868.75","845.05","865.15","2.49","6.73","12,345,125"
"2023-03-01T18:30:00.000Z","866.00","866.80","843.50","845.45","-2.28","1.96","13,900,508"
"2023-03-02T18:30:00.000Z","849.75","858.60","845.60","852.65","0.85","5.09","7,977,804"
"2023-03-05T18:30:00.000Z","856.95","863.75","855.60","859.50","0.80","5.04","10,781,567"
"2023-03-06T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-03-07T18:30:00.000Z","858.50","862.50","853.05","860.95","0.17","4.40","8,785,735"
"2023-03-08T18:30:00.000Z","862.50","874.25","862.00","867.80","0.80","5.03","14,746,065"
"2023-03-09T18:30:00.000Z","859.60","861.60","845.50","851.90","-1.83","2.40","11,198,583"
"2023-03-12T18:30:00.000Z","845.60","857.00","828.45","832.35","-2.29","1.94","8,315,798"
"2023-03-13T18:30:00.000Z","828.00","835.70","817.40","832.85","0.06","4.30","12,573,734"
"2023-03-14T18:30:00.000Z","838.05","843.50","819.35","824.05","-1.06","3.18","6,652,641"
"2023-03-15T18:30:00.000Z","821.50","837.90","814.30","830.55","0.79","5.02","8,791,383"
"2023-03-16T18:30:00.000Z","835.00","841.50","823.00","837.40","0.82","5.06","7,762,461"
"2023-03-19T18:30:00.000Z","836.00","841.00","825.55","837.55","0.02","4.25","10,744,023"
"2023-03-20T18:30:00.000Z","840.10","857.35","838.75","855.60","2.16","6.39","11,489,951"
"2023-03-21T18:30:00.000Z","855.60","859.80","847.05","849.65","-0.70","3.54","8,018,924"
"2023-03-22T18:30:00.000Z","847.00","861.15","845.10","848.80","-0.10","4.14","9,857,892"
"2023-03-23T18:30:00.000Z","846.25","852.50","837.25","839.90","-1.05","3.19","8,078,718"
"2023-03-26T18:30:00.000Z","841.05","842.20","829.20","833.35","-0.78","3.46","10,602,508"
"2023-03-27T18:30:00.000Z","837.40","837.40","826.05","832.45","-0.11","4.13","11,002,402"
"2023-03-28T18:30:00.000Z","832.50","848.45","830.00","842.60","1.22","5.45","17,121,194"
"2023-03-29T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-03-30T18:30:00.000Z","854.90","860.90","847.50","858.50","1.89","6.12","12,946,752"
"2023-04-02T18:30:00.000Z","864.00","866.80","856.45","864.60","0.71","4.95","13,266,882"
"2023-04-03T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-04-04T18:30:00.000Z","871.00","871.00","857.00","860.50","-0.47","3.76","11,890,015"
"2023-04-05T18:30:00.000Z","861.80","863.25","849.00","851.95","-0.99","3.24","19,677,316"
"2023-04-06T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-04-09T18:30:00.000Z","854.80","854.95","843.95","847.35","-0.54","3.70","15,656,078"
"2023-04-10T18:30:00.000Z","848.25","855.70","844.05","853.30","0.70","4.94","23,930,907"
"2023-04-11T18:30:00.000Z","854.90","856.65","846.65","851.05","-0.26","3.97","13,480,335"
"2023-04-12T18:30:00.000Z","853.65","867.70","845.00","864.35","1.56","5.80","23,934,570"
"2023-04-13T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-04-16T18:30:00.000Z","882.00","882.00","861.00","864.55","0.02","4.26","22,577,380"
"2023-04-17T18:30:00.000Z","865.35","872.00","857.10","863.35","-0.14","4.10","17,238,709"
"2023-04-18T18:30:00.000Z","865.00","874.50","862.55","873.40","1.16","5.40","23,494,247"
"2023-04-19T18:30:00.000Z","874.80","875.60","864.15","868.75","-0.53","3.70","19,444,753"
"2023-04-20T18:30:00.000Z","870.80","873.85","857.50","864.20","-0.52","3.71","15,520,786"
"2023-04-23T18:30:00.000Z","868.00","884.40","860.50","882.30","2.09","6.33","18,201,632"
"2023-04-24T18:30:00.000Z","885.00","895.80","874.40","878.35","-0.45","3.79","36,394,389"
"2023-04-25T18:30:00.000Z","877.40","889.45","875.20","887.65","1.06","5.29","19,468,723"
"2023-04-26T18:30:00.000Z","888.00","890.00","877.50","881.40","-0.70","3.53","15,992,383"
"2023-04-27T18:30:00.000Z","885.10","890.05","853.65","860.00","-2.43","1.81","23,004,117"
"2023-05-01T18:30:00.000Z","870.00","876.40","864.25","870.65","1.24","5.47","12,947,953"
"2023-05-02T18:30:00.000Z","863.85","866.85","854.05","859.85","-1.24","3.00","15,103,015"
"2023-05-03T18:30:00.000Z","860.00","867.15","857.50","865.95","0.71","4.94","9,756,391"
"2023-05-04T18:30:00.000Z","867.15","885.00","862.75","865.30","-0.08","4.16","14,343,308"
"2023-05-07T18:30:00.000Z","865.30","881.40","865.30","878.45","1.52","5.76","7,007,882"
"2023-05-08T18:30:00.000Z","882.20","890.20","880.00","888.25","1.12","5.35","12,117,151"
"2023-05-09T18:30:00.000Z","892.00","892.50","877.55","889.90","0.19","4.42","11,893,027"
"2023-05-10T18:30:00.000Z","891.00","900.00","889.00","895.95","0.68","4.92","13,816,121"
"2023-05-11T18:30:00.000Z","895.20","913.60","894.00","910.65","1.64","5.88","10,533,272"
"2023-05-14T18:30:00.000Z","910.65","919.50","909.15","915.80","0.57","4.80","7,339,579"
"2023-05-15T18:30:00.000Z","916.20","922.50","912.00","917.80","0.22","4.45","12,567,615"
"2023-05-16T18:30:00.000Z","917.70","918.90","911.25","914.80","-0.33","3.91","10,248,327"
"2023-05-17T18:30:00.000Z","920.00","929.50","912.60","914.70","-0.01","4.22","13,614,127"
"2023-05-18T18:30:00.000Z","920.90","927.00","908.95","924.05","1.02","5.26","8,393,002"
"2023-05-21T18:30:00.000Z","923.00","927.75","914.40","917.55","-0.70","3.53","9,383,158"
"2023-05-22T18:30:00.000Z","917.55","922.50","912.40","916.15","-0.15","4.08","8,273,445"
"2023-05-23T18:30:00.000Z","911.15","920.85","910.20","917.70","0.17","4.40","6,248,545"
"2023-05-24T18:30:00.000Z","916.70","923.55","912.45","921.05","0.37","4.60","8,149,350"
"2023-05-25T18:30:00.000Z","918.00","927.90","915.00","926.95","0.64","4.88","4,908,462"
"2023-05-28T18:30:00.000Z","931.00","937.70","928.05","929.80","0.31","4.54","7,133,871"
"2023-05-29T18:30:00.000Z","930.80","939.70","928.05","937.45","0.82","5.06","7,804,403"
"2023-05-30T18:30:00.000Z","937.35","939.90","910.20","914.85","-2.41","1.82","34,757,004"
"2023-05-31T18:30:00.000Z","922.00","930.95","916.05","919.70","0.53","4.77","11,817,533"
"2023-06-01T18:30:00.000Z","922.65","930.50","920.25","926.10","0.70","4.93","11,616,991"
"2023-06-04T18:30:00.000Z","927.60","953.90","927.60","950.85","2.67","6.91","14,520,005"
"2023-06-05T18:30:00.000Z","951.10","970.75","951.10","968.20","1.82","6.06","14,457,988"
"2023-06-06T18:30:00.000Z","972.95","981.25","968.10","976.75","0.88","5.12","15,795,824"
"2023-06-07T18:30:00.000Z","973.05","974.85","959.90","962.10","-1.50","2.74","10,209,982"
"2023-06-08T18:30:00.000Z","967.00","981.70","963.30","974.75","1.31","5.55","12,947,464"
"2023-06-11T18:30:00.000Z","973.00","977.90","968.60","974.20","-0.06","4.18","7,465,375"
"2023-06-12T18:30:00.000Z","974.30","989.70","974.30","985.85","1.20","5.43","15,233,785"
"2023-06-13T18:30:00.000Z","986.00","988.20","976.00","977.70","-0.83","3.41","8,644,423"
"2023-06-14T18:30:00.000Z","988.35","989.00","972.20","977.15","-0.06","4.18","15,978,311"
"2023-06-15T18:30:00.000Z","982.80","985.45","977.20","981.55","0.45","4.69","8,860,900"
"2023-06-18T18:30:00.000Z","983.85","986.00","961.00","965.65","-1.62","2.62","11,025,846"
"2023-06-19T18:30:00.000Z","965.95","977.00","958.55","974.85","0.95","5.19","7,596,593"
"2023-06-20T18:30:00.000Z","978.30","978.30","963.15","966.00","-0.91","3.33","7,805,855"
"2023-06-21T18:30:00.000Z","962.20","973.45","958.70","966.60","0.06","4.30","10,135,883"
"2023-06-22T18:30:00.000Z","960.00","965.50","954.55","958.40","-0.85","3.39","6,188,008"
"2023-06-25T18:30:00.000Z","959.50","963.50","953.10","960.55","0.22","4.46","5,799,528"
"2023-06-26T18:30:00.000Z","967.00","976.00","960.80","973.25","1.32","5.56","6,921,886"
"2023-06-27T18:30:00.000Z","973.25","973.25","973.25","973.25","0","4.24","0"
"2023-06-29T18:30:00.000Z","977.10","989.85","976.00","987.45","1.46","5.69","7,096,350"
"2023-07-02T18:30:00.000Z","990.00","990.00","978.00","982.10","-0.54","3.69","5,562,743"
"2023-07-03T18:30:00.000Z","982.10","984.85","969.00","970.70","-1.16","3.07","7,396,806"
"2023-07-04T18:30:00.000Z","969.00","975.50","962.10","966.50","-0.43","3.80","8,200,047"
"2023-07-05T18:30:00.000Z","961.00","986.10","961.00","980.95","1.50","5.73","10,221,727"
"2023-07-06T18:30:00.000Z","976.25","989.45","971.80","976.70","-0.43","3.80","6,236,524"
"2023-07-09T18:30:00.000Z","976.70","986.00","960.40","964.05","-1.30","2.94","7,138,850"
"2023-07-10T18:30:00.000Z","967.90","971.75","950.60","953.20","-1.13","3.11","10,616,390"
"2023-07-11T18:30:00.000Z","956.70","957.55","947.00","950.00","-0.34","3.90","10,141,257"
"2023-07-12T18:30:00.000Z","956.30","966.00","952.15","960.15","1.07","5.30","13,079,930"
"2023-07-13T18:30:00.000Z","964.45","967.00","947.75","957.05","-0.32","3.91","5,383,514"
"2023-07-16T18:30:00.000Z","960.00","968.90","950.45","964.85","0.82","5.05","8,472,444"
"2023-07-17T18:30:00.000Z","964.00","979.95","951.30","963.65","-0.12","4.11","14,457,717"
"2023-07-18T18:30:00.000Z","964.00","969.90","956.50","964.30","0.07","4.30","7,574,544"
"2023-07-19T18:30:00.000Z","963.90","979.90","957.60","977.90","1.41","5.65","15,329,753"
"2023-07-20T18:30:00.000Z","971.60","985.00","968.00","971.30","-0.67","3.56","6,230,317"
"2023-07-23T18:30:00.000Z","973.45","984.95","968.80","971.50","0.02","4.26","9,167,788"
"2023-07-24T18:30:00.000Z","977.65","977.65","953.80","962.50","-0.93","3.31","13,448,045"
"2023-07-25T18:30:00.000Z","966.85","980.00","963.30","976.80","1.49","5.72","8,298,226"
"2023-07-26T18:30:00.000Z","989.35","990.00","955.75","959.90","-1.73","2.51","17,858,061"
"2023-07-27T18:30:00.000Z","959.90","969.75","942.20","949.95","-1.04","3.20","8,504,392"
"2023-07-30T18:30:00.000Z","954.70","958.60","948.30","953.90","0.42","4.65","6,601,991"
"2023-07-31T18:30:00.000Z","956.00","964.00","952.00","959.90","0.63","4.86","8,409,096"
"2023-08-01T18:30:00.000Z","951.50","958.90","936.60","945.25","-1.53","2.71","9,324,465"
"2023-08-02T18:30:00.000Z","944.10","946.60","927.15","935.55","-1.03","3.21","17,076,611"
"2023-08-03T18:30:00.000Z","947.00","954.85","934.65","952.25","1.79","6.02","12,376,086"
"2023-08-06T18:30:00.000Z","952.25","955.00","944.55","947.40","-0.51","3.73","10,922,609"
"2023-08-07T18:30:00.000Z","950.00","959.90","944.05","952.90","0.58","4.82","11,512,735"
"2023-08-08T18:30:00.000Z","952.00","953.30","944.30","950.00","-0.30","3.93","7,701,831"
"2023-08-09T18:30:00.000Z","948.00","951.95","937.30","939.75","-1.08","3.16","13,590,891"
"2023-08-10T18:30:00.000Z","937.50","945.70","933.00","937.20","-0.27","3.96","9,558,237"
"2023-08-13T18:30:00.000Z","935.00","943.30","928.90","939.95","0.29","4.53","7,172,522"
"2023-08-15T18:30:00.000Z","935.95","940.00","931.30","933.05","-0.73","3.50","7,394,623"
"2023-08-16T18:30:00.000Z","935.95","943.00","931.65","936.55","0.38","4.61","9,336,994"
"2023-08-17T18:30:00.000Z","934.85","945.95","931.05","943.05","0.69","4.93","6,648,744"
"2023-08-20T18:30:00.000Z","944.20","954.25","943.95","952.60","1.01","5.25","6,822,155"
"2023-08-21T18:30:00.000Z","953.85","959.10","948.65","957.05","0.47","4.70","10,860,061"
"2023-08-22T18:30:00.000Z","962.00","980.45","958.40","979.25","2.32","6.56","12,677,151"
"2023-08-23T18:30:00.000Z","984.80","994.25","979.10","981.35","0.21","4.45","11,899,556"
"2023-08-24T18:30:00.000Z","974.00","988.20","970.80","983.10","0.18","4.41","6,228,241"
"2023-08-27T18:30:00.000Z","980.10","992.50","980.10","990.20","0.72","4.96","8,451,441"
"2023-08-28T18:30:00.000Z","990.20","991.00","977.50","980.70","-0.96","3.28","8,114,141"
"2023-08-29T18:30:00.000Z","983.00","998.00","980.00","983.35","0.27","4.51","9,023,083"
"2023-08-30T18:30:00.000Z","981.80","994.70","968.60","973.50","-1.00","3.23","21,558,300"
"2023-08-31T18:30:00.000Z","974.25","993.00","969.00","991.15","1.81","6.05","10,946,742"
"2023-09-03T18:30:00.000Z","993.75","994.55","980.00","982.25","-0.90","3.34","6,727,188"
"2023-09-04T18:30:00.000Z","985.45","986.20","977.90","981.45","-0.08","4.15","10,548,660"
"2023-09-05T18:30:00.000Z","981.45","983.15","961.80","965.05","-1.67","2.56","16,351,052"
"2023-09-06T18:30:00.000Z","965.05","979.80","963.10","978.20","1.36","5.60","8,686,550"
"2023-09-07T18:30:00.000Z","978.20","987.30","972.50","980.30","0.21","4.45","6,439,351"
"2023-09-10T18:30:00.000Z","981.80","1,004.00","979.00","1,000.40","2.05","6.29","7,130,484"
"2023-09-11T18:30:00.000Z","1,010.00","1,010.00","998.05","1,000.90","0.05","4.29","8,958,327"
"2023-09-12T18:30:00.000Z","1,002.95","1,017.00","993.70","1,014.45","1.35","5.59","12,254,423"
"2023-09-13T18:30:00.000Z","1,014.45","1,022.40","1,009.05","1,020.90","0.64","4.87","7,855,558"
"2023-09-14T18:30:00.000Z","1,021.00","1,031.75","1,014.55","1,027.15","0.61","4.85","8,986,157"
"2023-09-17T18:30:00.000Z","1,021.55","1,029.90","1,019.00","1,024.75","-0.23","4.00","6,397,319"
"2023-09-18T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-09-19T18:30:00.000Z","1,012.30","1,047.50","1,012.30","1,027.30","0.25","4.48","13,619,788"
"2023-09-20T18:30:00.000Z","1,026.60","1,033.60","1,012.10","1,014.45","-1.25","2.98","8,156,588"
"2023-09-21T18:30:00.000Z","1,010.00","1,027.25","1,008.00","1,018.25","0.37","4.61","7,108,110"
"2023-09-24T18:30:00.000Z","1,015.20","1,026.00","1,005.15","1,018.95","0.07","4.30","7,123,890"
"2023-09-25T18:30:00.000Z","1,019.00","1,020.70","1,011.00","1,014.15","-0.47","3.76","6,387,615"
"2023-09-26T18:30:00.000Z","1,009.95","1,027.95","1,004.00","1,025.20","1.09","5.33","5,158,686"
"2023-09-27T18:30:00.000Z","1,027.00","1,037.95","1,025.20","1,030.90","0.56","4.79","15,818,489"
"2023-09-28T18:30:00.000Z","1,030.90","1,041.00","1,024.50","1,036.70","0.56","4.80","9,528,626"
"2023-10-01T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-10-02T18:30:00.000Z","1,035.00","1,044.70","1,032.60","1,041.05","0.42","4.66","11,589,322"
"2023-10-03T18:30:00.000Z","1,035.35","1,037.00","988.85","995.55","-4.37","-0.14","22,584,212"
"2023-10-04T18:30:00.000Z","1,000.00","1,009.20","988.90","1,003.25","0.77","5.01","7,950,412"
"2023-10-05T18:30:00.000Z","1,005.00","1,008.00","999.40","1,000.95","-0.23","4.01","5,289,753"
"2023-10-08T18:30:00.000Z","994.80","999.70","988.25","996.25","-0.47","3.77","6,823,214"
"2023-10-09T18:30:00.000Z","999.90","1,014.95","996.50","1,012.25","1.61","5.84","5,728,499"
"2023-10-10T18:30:00.000Z","1,019.00","1,025.65","1,012.00","1,019.10","0.68","4.91","7,396,783"
"2023-10-11T18:30:00.000Z","1,022.00","1,031.00","1,014.95","1,018.45","-0.06","4.17","4,920,222"
"2023-10-12T18:30:00.000Z","1,009.00","1,011.45","992.25","994.05","-2.40","1.84","12,173,162"
"2023-10-15T18:30:00.000Z","990.00","1,009.45","990.00","1,004.80","1.08","5.32","4,646,960"
"2023-10-16T18:30:00.000Z","1,008.85","1,014.70","1,003.10","1,008.05","0.32","4.56","6,105,067"
"2023-10-17T18:30:00.000Z","1,010.00","1,014.10","989.35","992.85","-1.51","2.73","7,818,946"
"2023-10-18T18:30:00.000Z","979.70","999.00","979.70","991.40","-0.15","4.09","4,836,625"
"2023-10-19T18:30:00.000Z","989.00","992.90","977.75","980.35","-1.11","3.12","5,664,400"
"2023-10-22T18:30:00.000Z","980.00","984.90","961.10","964.30","-1.64","2.60","5,896,695"
"2023-10-23T18:30:00.000Z","","","","","-100.00","-95.76",""
"2023-10-24T18:30:00.000Z","960.00","974.00","951.40","955.45","-0.92","3.32","6,956,233"
